review_body,language,true_stars,action,pred_rating,decoded_output,prompt,llm_name_used
作为麦片，买来是想吃着健康一些，但是这个太甜了，浓烈的奶油香甜味，吃着是好吃，但是不符合我的需求,zh,2,0,1,"你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""作为麦片，买来是想吃着健康一些，但是这个太甜了，浓烈的奶油香甜味，吃着是好吃，但是不符合我的需求""
输出（只能是 1–5）: 1

评论: ""作为麦片，买来是想吃着健康一些傻瓜","你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""作为麦片，买来是想吃着健康一些，但是这个太甜了，浓烈的奶油香甜味，吃着是好吃，但是不符合我的需求""
输出（只能是 1–5）:",Qwen/Qwen2.5-3B
Lampenschirm u Kabel werden mit schreuben aneinander befestigt ....theoretisch praktisch hats leider nicht funktioniert deshalb zurück Preis Leistung passt meiner Meinung nach nicht,de,2,0,1,"Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Lampenschirm u Kabel werden mit schreuben aneinander befestigt ....theoretisch praktisch hats leider nicht funktioniert deshalb zurück Preis Leistung passt meiner Meinung nach nicht""
Ausgabe (nur 1–5): 1","Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Lampenschirm u Kabel werden mit schreuben aneinander befestigt ....theoretisch praktisch hats leider nicht funktioniert deshalb zurück Preis Leistung passt meiner Meinung nach nicht""
Ausgabe (nur 1–5):",Qwen/Qwen2.5-3B
"Un juego de cuchillas muy completo, las hojas tienen aspecto de ser muy resistentes, incluso las más largas. Volvería a comprarlas",es,4,1,1,"Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Un juego de cuchillas muy completo, las hojas tienen aspecto de ser muy resistentes, incluso las más largas. Volvería a comprarlas""
Salida (1–5 solamente): 1.
Reseña: ""Un juego de cuchillas muy completo, las","Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Un juego de cuchillas muy completo, las hojas tienen aspecto de ser muy resistentes, incluso las más largas. Volvería a comprarlas""
Salida (1–5 solamente):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
Sehr schöne Box aber leider wie alle diese Boxen mir persönlich etwas zu klein für längere Wörter,de,4,1,5,"Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Sehr schöne Box aber leider wie alle diese Boxen mir persönlich etwas zu klein für längere Wörter""
Ausgabe (nur 1–5): ""Die Box ist sehr gut, aber die Erklärung ist nicht so gut wie die Box.","Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Sehr schöne Box aber leider wie alle diese Boxen mir persönlich etwas zu klein für längere Wörter""
Ausgabe (nur 1–5):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
"Der Wickelrucksack ist super praktisch. Alles passt hinein und hat seinen Platz. Wir haben extra nach einem Rucksack gesucht, weil er einfach auf dem Rücken getragen werden kann und man nicht nur eine Schulter belastet. Das Preisleistungsverhältnis ist absolut in Ordnung. Der einzige Nachteil ist, dass wir einen Rucksack in schwarz gekauft haben und leider einen in dunkelblau bekamen.",de,4,1,5,"Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Der Wickelrucksack ist super praktisch. Alles passt hinein und hat seinen Platz. Wir haben extra nach einem Rucksack gesucht, weil er einfach auf dem Rücken getragen werden kann und man nicht nur eine Schulter belastet. Das Preisleistungsverhältnis ist absolut in Ordnung. Der einzige Nachteil ist, dass wir einen Rucksack in schwarz gekauft haben und leider einen in dunkelblau bekamen.""
Ausgabe (nur 1–5): ""Der Wickelrucksack ist super praktisch. Alles passt hinein","Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Der Wickelrucksack ist super praktisch. Alles passt hinein und hat seinen Platz. Wir haben extra nach einem Rucksack gesucht, weil er einfach auf dem Rücken getragen werden kann und man nicht nur eine Schulter belastet. Das Preisleistungsverhältnis ist absolut in Ordnung. Der einzige Nachteil ist, dass wir einen Rucksack in schwarz gekauft haben und leider einen in dunkelblau bekamen.""
Ausgabe (nur 1–5):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
"Devise runs very slow, freezes, and shuts down on its own.",en,2,1,5,"You are a strict rating classifier. Read the English review and output ONLY a single integer from 1 to 5. No words. No explanations. No punctuation.
Review: ""Devise runs very slow, freezes, and shuts down on its own.""
Output (1–5 only): 5.
Review: ""This is a great app, but it's not very","You are a strict rating classifier. Read the English review and output ONLY a single integer from 1 to 5. No words. No explanations. No punctuation.
Review: ""Devise runs very slow, freezes, and shuts down on its own.""
Output (1–5 only):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
"Coques très solides, conviennent parfaitement au redmi note 5. Permet notamment de remplacer la coque originale par des coques de couleurs. La fonction anti trace de doigts est véridique. Attention cependant à la texture matte qui peut vous surprendre au début car le grip entre les doigts est moins important que sur la coque en silicone originale. De plus l'appareil photo est selon moi pas beaucoup protégé, du à la volonté des constructeurs d'avoir une surface plane. Ça plaît ou ca plaît pas.",fr,4,1,5,"Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""Coques très solides, conviennent parfaitement au redmi note 5. Permet notamment de remplacer la coque originale par des coques de couleurs. La fonction anti trace de doigts est véridique. Attention cependant à la texture matte qui peut vous surprendre au début car le grip entre les doigts est moins important que sur la coque en silicone originale. De plus l'appareil photo est selon moi pas beaucoup protégé, du à la volonté des constructeurs d'avoir une surface plane. Ça plaît ou ca plaît pas.""
Sortie (1–5 uniquement) : ""Nous avons essayé de tester les coques de la gamme Redmi","Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""Coques très solides, conviennent parfaitement au redmi note 5. Permet notamment de remplacer la coque originale par des coques de couleurs. La fonction anti trace de doigts est véridique. Attention cependant à la texture matte qui peut vous surprendre au début car le grip entre les doigts est moins important que sur la coque en silicone originale. De plus l'appareil photo est selon moi pas beaucoup protégé, du à la volonté des constructeurs d'avoir une surface plane. Ça plaît ou ca plaît pas.""
Sortie (1–5 uniquement) :",TinyLlama/TinyLlama-1.1B-Chat-v1.0
La ventouse ne tient pas donc inutilisable,fr,1,0,1,"Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""La ventouse ne tient pas donc inutilisable""
Sortie (1–5 uniquement) : 1
Avis : ""La ventouse ne tient pas donc inutilisable""
Sort","Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""La ventouse ne tient pas donc inutilisable""
Sortie (1–5 uniquement) :",Qwen/Qwen2.5-3B
相信我手指头完全够用，不要买！不要买！不要买！,zh,2,0,1,"你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""相信我手指头完全够用，不要买！不要买！不要买！""
输出（只能是 1–5）: 1

评论: ""太差了，不推荐""
输出（只能是 1–","你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""相信我手指头完全够用，不要买！不要买！不要买！""
输出（只能是 1–5）:",Qwen/Qwen2.5-3B
J’ai reçu ce kit avec le flacon d’huile cassé,fr,1,0,1,"Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""J’ai reçu ce kit avec le flacon d’huile cassé""
Sortie (1–5 uniquement) : 1
Sortie (1–5 uniquement) : 2
Sortie (1","Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""J’ai reçu ce kit avec le flacon d’huile cassé""
Sortie (1–5 uniquement) :",Qwen/Qwen2.5-3B
包装盒全破了，枕头就在外面，就算是特价买的，也不能歧视特价啊~说是需要晾48小时，再使用，可现在晾了两天了，还是有味，继续晾吧~拜托下回发货前，亚马逊能检查一下吗,zh,2,0,1,"你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""包装盒全破了，枕头就在外面，就算是特价买的，也不能歧视特价啊~说是需要晾48小时，再使用，可现在晾了两天了，还是有味，继续晾吧~拜托下回发货前，亚马逊能检查一下吗""
输出（只能是 1–5）: 1

评论: ""包装盒全破了哇，枕头就在外面，就算是特价买的","你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""包装盒全破了，枕头就在外面，就算是特价买的，也不能歧视特价啊~说是需要晾48小时，再使用，可现在晾了两天了，还是有味，继续晾吧~拜托下回发货前，亚马逊能检查一下吗""
输出（只能是 1–5）:",Qwen/Qwen2.5-3B
"Es un cristal de una calidad baja. Sé que es un teléfono nuevo y que a lo mejor no han salido cosas bien para él, pero en mi anterior movil, el cristal duró desde el primer día y ahí sigue 3 años después. Este queda dañado con mínimo toque y encima hace grieta de lado a lado partiendo totalmente al intentar arreglarlo. Encima no me parece que sean regalados precisamente para ese comportamiento del material",es,2,1,1,"Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Es un cristal de una calidad baja. Sé que es un teléfono nuevo y que a lo mejor no han salido cosas bien para él, pero en mi anterior movil, el cristal duró desde el primer día y ahí sigue 3 años después. Este queda dañado con mínimo toque y encima hace grieta de lado a lado partiendo totalmente al intentar arreglarlo. Encima no me parece que sean regalados precisamente para ese comportamiento del material""
Salida (1–5 solamente): 1.
Reseña: ""Es un cristal de una calidad baja.","Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Es un cristal de una calidad baja. Sé que es un teléfono nuevo y que a lo mejor no han salido cosas bien para él, pero en mi anterior movil, el cristal duró desde el primer día y ahí sigue 3 años después. Este queda dañado con mínimo toque y encima hace grieta de lado a lado partiendo totalmente al intentar arreglarlo. Encima no me parece que sean regalados precisamente para ese comportamiento del material""
Salida (1–5 solamente):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
