text,label,lang,id
Türkiye – Belçika Çifte Vergilemeyi Önleme Anlaşmasını Değiştiren Protokol Yürürlükte,Tax & Accounting,Turkish,Turkey-7291
Robotlar işimizi elimizden alacak mı?,Technology,Turkish,Turkey-6033
2019 Sigortacılık sektörü trendleri,Finance,Turkish,Turkey-9599
Şirket Birleşme ve Satın Alma Desteği,Finance,Turkish,Turkey-6325
Bağımsız Denetim Hizmetleri,Tax & Accounting,Turkish,Turkey-6184
Kambiyo İşlemlerinde Uygulanacak Banka ve Sigorta Muameleleri Vergisi Oranları,Finance,Turkish,Turkey-7905
Birleşik Krallık’ın Avrupa Birliği Üyeliğinden Ayrılmasına İlişkin Geçiş Dönemi,Government & Controls,Turkish,Turkey-7720
İthalat rejimi kararına ekli II sayılı listede yer alan bazı 84. fasıldaki ürünlere ilave gümrük vergisi getirilmiştir.,Tax & Accounting,Turkish,Turkey-8198
Transfer Fiyatlandırması Check-up Hizmeti,Tax & Accounting,Turkish,Turkey-8303
İthalat işlemlerinde elektronik başvuru sistemi tebliği (ithalat: 2017/3),Tax & Accounting,Turkish,Turkey-7354
Seçilmiş Gelir İdaresi Özelgeleri,Tax & Accounting,Turkish,Turkey-8737
İnsan kaynakları teşvikler - 2017 yılı,Business & Management,Turkish,Turkey-8479
2019 Yılında İşverenlere Ne Kadar Asgari Ücret Desteği Sağlanacak?,Government & Controls,Turkish,Turkey-8464
2019 yılı ücret gelirlerinin beyanı,Business & Management,Turkish,Turkey-8636
İthalatta haksız rekabetin önlenmesine ilişkin tebliğ (Tebliğ no: 2018/5),Tax & Accounting,Turkish,Turkey-7476
Gümrük Genel Tebliği (Gümrük İşlemleri) (Seri No: 98)'nde Değişiklik (Seri No: 159),Tax & Accounting,Turkish,Turkey-7590
"GRC (Yönetişim, Risk ve Uyum) Hizmetleri",Government & Controls,Turkish,Turkey-6591
Menkul Kıymet Yatırım Fonlarından Elde Edilen Kazançların Vergilendirilmesi,Finance,Turkish,Turkey-8946
İthalat Rejimi Kararına Ek Karar (Karar Sayısı: 2682),Tax & Accounting,Turkish,Turkey-7785
SEH Exploit Geliştirme,Industry,Turkish,Turkey-8593
Biyometrik imza verisinin kullanılmasına ilişkin görüş talebi” ile ilgili olarak Kişisel Verileri Koruma Kurulunun 27.08.2020 Tarihli ve 2020/649 Sayılı Karar Özeti,Government & Controls,Turkish,Turkey-9359
İthalatta Kota ve Tarife Kontenjanı İdaresine İlişkin Tebliğ (Tebliğ No: 2018/4),Tax & Accounting,Turkish,Turkey-7535
Demir veya alaşımsız çelikten teller tarifelerinde madde ismi değişikliği yapılmıştır.,Tax & Accounting,Turkish,Turkey-8168
İthalatta Kota ve Tarife Kontenjanı İdaresine ilişkin Tebliğ (Tebliğ no: 2018/1),Tax & Accounting,Turkish,Turkey-7536
Kovid-19 Kapsamında Ekonomik İstikrar Kalkanı Paketinde Öngörülen Turizm Sektörünü İlgilendiren Vergisel Tedbirler,Industry,Turkish,Turkey-7157
Ticaret Sicili Müdürlükleri ve Yapı Ruhsatı Vermeye Yetkili Mercilere Yapılan Bildirimlere İstinaden Otomatik SGK İşyeri Tescili Hk.,Finance,Turkish,Turkey-6774
Gümrük Vergisi KDV Toplu Konut Fonu Telafi Edici Vergi vb. Yükümlülüklerin Bankalar Aracılığıyla Tahsiline İlişkin Protokoller Hakkında,Tax & Accounting,Turkish,Turkey-7752
Ticari Anlaşmazlık Çözümleri ve Suistimal İncelemeleri,Government & Controls,Turkish,Turkey-6418
İstatistik Pozisyonlarına Bölünmüş Türk Gümrük Tarife Cetvelinde Değişiklik,Tax & Accounting,Turkish,Turkey-7774
Seçilmiş Güncel Danıştay Kararları,Government & Controls,Turkish,Turkey-8746
Gümrük Yönetmeliğinde Değişiklik Yapılmasına Dair Yönetmelik,Tax & Accounting,Turkish,Turkey-7756
İthalat Rejimi Kararına Ek Karar (Karar Sayısı 416),Tax & Accounting,Turkish,Turkey-7452
OSB ve serbest bölgelerde kiralanan binaların emlak vergisi,Industry,Turkish,Turkey-8722
Kurumlar Vergisi Beyannamesinin Düzenlenmesinde Dikkat Edilecek Konular,Tax & Accounting,Turkish,Turkey-7264
Risklerin yönetilmesi ve kanunlara uyumluluğun sağlanması,Government & Controls,Turkish,Turkey-6931
Yasal Süresi Dışında Düzenlenmiş SGK Bildirgelerinin Elektronik Ortamdan Verilebilmesi,Finance,Turkish,Turkey-6815
Kriz Yönetimi Danışmanlığı,Business & Management,Turkish,Turkey-6343
Telekoma Bakış: Şirketiniz UFRS 9 15 ve 16 için hazır mı?,Technology,Turkish,Turkey-9076
İthalatta Gözetim Uygulamasına İlişkin Tebliğ (2018/15),Tax & Accounting,Turkish,Turkey-7630
Vergilemede dönemsellik ilkesiyle ilgili yeni özelgeler,Tax & Accounting,Turkish,Turkey-8776
Kısa çalışma ödeneği nedir nasıl faydalanılır?,Business & Management,Turkish,Turkey-8532
Elektrik Piyasası Dengeleme ve Uzlaştırma Yönetmeliği (DUY) Taslak Dokümanı ve Yeni Elektrik Piyasası Üzerine Bir Değerlendirme,Industry,Turkish,Turkey-8902
Mobil Telefon Aboneliğinin İlk Tesisinde Ödenmesi Gereken Özel İletişim Vergisi,Tax & Accounting,Turkish,Turkey-8328
Sherlock sağlık sektörünü araştırıyor: Yapay zekâ Avrupa’daki sağlık hizmetleri harcamalarını azaltırken kalite ve verimliliği nasıl arttırabilir?,Industry,Turkish,Turkey-9040
İthalatta Korunma Önlemlerine İlişkin Tebliğ (Tebliğ No: 2018/3,Tax & Accounting,Turkish,Turkey-7528
3 Seri No.lu Transfer Fiyatlandırması Yoluyla Örtülü Kazanç Dağıtımı Hakkında Genel Tebliğ Taslağının Getirdiği Yenilikler,Business & Management,Turkish,Turkey-8276
Libor’a vedanın finansal tablo etkileri,Finance,Turkish,Turkey-8431
SGK’ya Askerlik ve Doğum Borçlanması Başvurularının e-Devlet Üzerinden Yapılabilmesi,Finance,Turkish,Turkey-6917
Ar-Ge/Tasarım Merkezlerinde Uzaktan Çalışma Uygulaması 30 Eylül 2020'ye Uzatıldı,Business & Management,Turkish,Turkey-7041
2018 Yılı Mali Tatilinde Sosyal Güvenlik Uygulamaları,Finance,Turkish,Turkey-6741
PwC Çalışma Hayatında Annelik Araştırması,Business & Management,Turkish,Turkey-6964
İhraç Edilen Araçlardaki İlk Dolum Yakıtı ve Yağlara Ödenen ÖTV’nin iadesi,Tax & Accounting,Turkish,Turkey-7901
PwC Küresel Yapay Zeka Çalışması: Ödülün büyüklüğünü belirleme,Technology,Turkish,Turkey-9065
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (Tebliğ No: 2019/20),Tax & Accounting,Turkish,Turkey-7673
Vergide gündem durağan,Tax & Accounting,Turkish,Turkey-8775
Teknoloji,Technology,Turkish,Turkey-6452
Kamuya Ait Kadrolara Geçirilecek Alt İşveren İşçileri İle İlgili Sosyal Güvenlik Yönünden Yapılacak İşlemler,Finance,Turkish,Turkey-6903
Neden gelişmiş Satınalma Teknolojileri’ne ihtiyacınız var?,Technology,Turkish,Turkey-6411
(Y)etkin İK,Business & Management,Turkish,Turkey-6736
UFRS / TFRS Bülteni - Mart 2016,Tax & Accounting,Turkish,Turkey-6504
COVID-19 İşveren Bilgilendirme Rehberi - 6,Business & Management,Turkish,Turkey-6727
2017/11170 sayılı Bakanlar Kurulu Kararı - İstatistik Pozisyonlarına Bölünmüş Türk Gümrük Tarife Cetveli,Tax & Accounting,Turkish,Turkey-7379
Gümrük Genel Tebliği (Tarife-Sınıflandırma Kararları),Tax & Accounting,Turkish,Turkey-8178
Kişisel Verilerin Korunması Aydınlatma Metni,Government & Controls,Turkish,Turkey-6257
Hayvansal Ürün İthalatında Kontrol Belgesi Onaylanması -İthalat Aşamasında Sunulması,Tax & Accounting,Turkish,Turkey-7760
İç denetim analitiği,Tax & Accounting,Turkish,Turkey-6998
Geleceğin iş gücü: 2030’da Yeşil Dünya,Business & Management,Turkish,Turkey-6954
İlaç ve yaşam bilimleri,Industry,Turkish,Turkey-8994
Dijital IQ Araştırması 2020,Technology,Turkish,Turkey-6722
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (Tebliğ No: 2018/13),Tax & Accounting,Turkish,Turkey-7491
Türkiye-Hırvatistan Sosyal Güvenlik Anlaşmasının Uygulama Esasları Hk.,Finance,Turkish,Turkey-6874
Kurumlar Vergisi Kanunu Genel Tebliği (Seri No: 15),Tax & Accounting,Turkish,Turkey-7265
5 Soruda Transfer Fiyatlandırması Dokümantasyon Yükümlülükleri,Tax & Accounting,Turkish,Turkey-8312
Tapu Harcı ve KDV İndirimi  Uygulama Süresi  31 Mart 2019 Tarihine Kadar Uzatılmıştır,Tax & Accounting,Turkish,Turkey-8976
Sermaye Piyasası Kanunu ile Bankacılık Kanunu’nda Değişiklik Yapan Kanun Yürürlüğe Girdi,Finance,Turkish,Turkey-9413
Cesur Yeni Tüketici: Yeni Dengede Değişen Davranışlar Tüketim ve Beklentiler,Industry,Turkish,Turkey-6619
KDV Genel Uygulama Tebliği’nde Değişiklik,Tax & Accounting,Turkish,Turkey-8019
Yeni dünya. Yeni yetenekler.,Business & Management,Turkish,Turkey-6182
İthalatta Gözetim Uygulanmasına İlişkin Tebliğ (Tebliğ No: 2011/5)’in Yürürlükten Kaldırılmasına Dair Tebliğ,Tax & Accounting,Turkish,Turkey-7803
LIBOR’a Veda - II: Neler Yapılmalı?,Finance,Turkish,Turkey-8830
İthalat Rejimi Kararına Ek Karar (Karar Sayısı: 3182),Tax & Accounting,Turkish,Turkey-7792
Gümrükler Genel Müdürlüğünün 13.01.2017 tarihli 21808596 sayılı tasarruflu yazı Yayınlanmıştır,Tax & Accounting,Turkish,Turkey-8184
İthalat Rejimi Kararına Ek Karar (Karar Sayısı: 863),Tax & Accounting,Turkish,Turkey-7622
Ticari Gayrimenkulde Kirasız Dönem Vergisel Anlamda Nasıl Yorumlanmalı?,Industry,Turkish,Turkey-8568
Kauçuktan dış lastiklerin ithalatında gözetim uygulamasına ilişkin tebliğ (tebliğ no:2017/2),Tax & Accounting,Turkish,Turkey-8228
Dahilde İşlmeme Rejimi Tebliği (İhracat: 2006/12)'nde Değişiklik (2019/1),Tax & Accounting,Turkish,Turkey-7579
Alışveriş kararlarında marka bağlılığı ve güven hala çok etkili,Industry,Turkish,Turkey-6021
Sızma Testi (Penetrasyon Testi) Yaptırmadan Önce Teknik ve Psikolojik Hazırlıklar,Technology,Turkish,Turkey-8588
Gümrük Yönetmeliğinde Değişiklik Yapılmasına Dair Yönetmelik,Tax & Accounting,Turkish,Turkey-8125
Ticari Anlaşmazlık Çözümleri ve Suistimal İncelemeleri,Government & Controls,Turkish,Turkey-6420
SAP eğitimleri ve sertifikasyonu,Business & Management,Turkish,Turkey-6991
KDV Oranları,Tax & Accounting,Turkish,Turkey-7957
Veri Analitiği,Technology,Turkish,Turkey-6585
Kurumlar vergisi beyan dönemi hatırlatmaları (2),Tax & Accounting,Turkish,Turkey-8693
İthalat Rejimi Kararına Ek Kararda Değişiklik Yapılmasına İlişkin Karar,Tax & Accounting,Turkish,Turkey-7796
Gelir Vergisi Genel Tebliğ Taslağı (Seri No:311),Tax & Accounting,Turkish,Turkey-7164
Gümrük 'uzlaşma'da bir yılın ardından,Tax & Accounting,Turkish,Turkey-8817
Özel Tüketim Vergisi (II) sayılı liste uygulama genel tebliğinde değişiklik yapılmasına dair tebliğ (seri no: 3),Tax & Accounting,Turkish,Turkey-7372
Transfer Fiyatlandırması Teknolojileri,Tax & Accounting,Turkish,Turkey-8308
KDV Genel Uygulama Tebliği’nde Yapılan Değişiklik,Tax & Accounting,Turkish,Turkey-8024
İthalat Rejimi Kararına Ek Karar (Karar Sayısı: 3202),Tax & Accounting,Turkish,Turkey-7793
Operasyonel mükemmellik,Business & Management,Turkish,Turkey-6443
EBA offentliggør rapport om implementering af retningslinjer for produkttilsyn og governance,Government & Controls,Danish,Denmark-12844
Nye regler om beskatning af deltagere i skattetransparente selskaber er vedtaget,Tax & Accounting,Danish,Denmark-12342
Regnskabshåndbogen 2018,Tax & Accounting,Danish,Denmark-13561
Udsættelse af de nye fjernsalgsregler - hvad betyder det for dig?,Tax & Accounting,Danish,Denmark-13184
Nu er der igen omkostningsgodtgørelse for selskaber og fonde mv.,Tax & Accounting,Danish,Denmark-12188
Har I styr på jeres kriseberedskab ifm. COVID-19?,Government & Controls,Danish,Denmark-13093
Tillidsbarometeret 2019: Danskernes tillid til digitalisering og data,Technology,Danish,Denmark-12929
Jyske Munnypot: Tillid i digital investeringsløsning,Technology,Danish,Denmark-13463
Nye principper fra Datatilsynet,Government & Controls,Danish,Denmark-12693
Bestyrelseshåndbogen 2017,Business & Management,Danish,Denmark-13361
Hvornår har Brexit betydning for din virksomhed?,Government & Controls,Danish,Denmark-13033
"Lovforslag fremlagt om rentefri lån, udskudt frist for lønsumsafgift, førtidig udbetaling af skattekredit og loft på indestående på skattekontoen",Government & Controls,Danish,Denmark-13147
Værdihåndteringsydelser til pengeinstitutter bliver momspligtige,Tax & Accounting,Danish,Denmark-12685
IFRS talks - salg af aktiver,Tax & Accounting,Danish,Denmark-12636
Undersøgelse om forbrugslånsbankers kreditværdighedsvurdering,Finance,Danish,Denmark-12795
"Signifikant lempelse af forskerskatteordningen, som accepterer, at dele af lønnen beskattes i udlandet",Tax & Accounting,Danish,Denmark-12192
Momsen ringer ind til et nyt skoleår,Tax & Accounting,Danish,Denmark-12135
Bestyrelsens fokus på it-risici og -strategi,Business & Management,Danish,Denmark-12013
Ændringer i selskabsloven,Tax & Accounting,Danish,Denmark-12784
Praksisændring på vej - SKAT ændrer holdning til holdingselskaber,Government & Controls,Danish,Denmark-12255
"Podcast: Nyt om skat, uge 26 - Momsafregning på frokostordninger under COVID-19",Tax & Accounting,Danish,Denmark-13206
Download Fondshåndbogen 2017,Finance,Danish,Denmark-13446
PwC og Faaborg-Midtfyn Kommune er først med integration til KOMBIT,Technology,Danish,Denmark-12065
Risici ved det kinesiske marked,Government & Controls,Danish,Denmark-13302
"Moms på kortgebyrer - får vi afregnet moms af alt det, vi skal?",Tax & Accounting,Danish,Denmark-12155
"Podcast: Nyt om skat, uge 14 - momsrefusion i UK før brexit",Tax & Accounting,Danish,Denmark-12778
Kompensationsordning for selvstændige - og nu også freelancere,Tax & Accounting,Danish,Denmark-13092
ESMA har offentliggjort prioriteringer for regnskabskontrollen for 2019 årsrapporterne,Tax & Accounting,Danish,Denmark-12940
PwC IFRS Talks - Podcast,Tax & Accounting,Danish,Denmark-12493
Forslag om fælles selskabsbeskatning i EU,Tax & Accounting,Danish,Denmark-12183
Kan din bestyrelse styre virksomheden sikkert igennem en krise?,Business & Management,Danish,Denmark-13499
Lovkrav til whistleblower-ordning for virksomheder i den finansielle sektor,Government & Controls,Danish,Denmark-13303
Det Europæiske Databeskyttelsesråd har vedtaget vejledning om kontrakt som behandlingsgrundlag,Government & Controls,Danish,Denmark-12911
Nye krav til løn i forbindelse med ansøgninger om opholds- og arbejdstilladelse fra 1. juli 2017,Government & Controls,Danish,Denmark-12330
Lovforslag om arbejdsgiveres og medarbejderes retsstilling ved lønkompensation af virksomheder i forbindelse med COVID-19 er nu vedtaget,Business & Management,Danish,Denmark-13096
Tillid i en digital finansiel verden,Technology,Danish,Denmark-13465
En nyansat medarbejder skulle have oplyst om forudgående stress til sin nye arbejdsgiver,Business & Management,Danish,Denmark-13335
Afgiftsvejledning 2016,Tax & Accounting,Danish,Denmark-13350
Forbrugsvarer - Planlægning af reaktion på COVID-19,Industry,Danish,Denmark-13078
Den interne revision skal kunne redegøre for risici forbundet med ny teknologi,Tax & Accounting,Danish,Denmark-13578
ESG-overvejelser i bestyrelseslokalet,Business & Management,Danish,Denmark-12696
faste omkostninger,Tax & Accounting,Danish,Denmark-13180
Ny afgift på ikke-genanvendt plastemballage træder måske allerede i kraft fra 1. januar 2021,Tax & Accounting,Danish,Denmark-13254
Ny revisorlov er vedtaget uden unødig overimplementering,Tax & Accounting,Danish,Denmark-12076
Giv din virksomheds økonomiafdeling et modenhedstjek,Tax & Accounting,Danish,Denmark-12393
Tyskland nedsætter momssatserne midlertidigt,Tax & Accounting,Danish,Denmark-13210
Det bliver nemmere at være momsregistreret i Norge,Tax & Accounting,Danish,Denmark-12203
Minimum Alternate Tax i Indien er afskaffet for udenlandske institutionelle investorer,Finance,Danish,Denmark-13650
Nyt rapporteringssystem for årsrapporter for børsnoterede virksomheder i EU,Tax & Accounting,Danish,Denmark-12741
Salg af fast ejendom efter udlejning - moms?,Tax & Accounting,Danish,Denmark-12191
Droner kan få smart city til at lette,Technology,Danish,Denmark-12362
SKAT styrker indsatsen på momsområdet,Tax & Accounting,Danish,Denmark-12032
Evaluér indsatsen i vederlagsudvalget,Business & Management,Danish,Denmark-13440
Krav om whistleblowerordning på vej,Government & Controls,Danish,Denmark-13010
Afgiftssatser 2016,Tax & Accounting,Danish,Denmark-13603
EU-Kommissionen udgiver køreplan for en kommende klimalov,Government & Controls,Danish,Denmark-13030
Nye roamingregler: Husk at informere medarbejderne,Business & Management,Danish,Denmark-12335
Nye momsregler kan have store økonomiske konsekvenser ved skift i intention,Tax & Accounting,Danish,Denmark-13037
"Podcast: Nyt om skat, uge 41 - Regeringens lovprogram - direkte skatter",Tax & Accounting,Danish,Denmark-12919
Præg debatten gennem CXO Survey,Business & Management,Danish,Denmark-12708
CFOdirect: Få indsigt i dette kvartals vigtige emner vedrørende regnskabsaflæggelsen med The quarter close.,Tax & Accounting,Danish,Denmark-12241
Skal I betale spilafgift af gevinsterne i jeres julekonkurrencer?,Tax & Accounting,Danish,Denmark-12423
Forlængelse af frist for indsendelse af årsrapporter mv. som følge af COVID-19,Tax & Accounting,Danish,Denmark-13264
PFA Pension: Det handler om at have orden i penalhuset og være på forkant,Finance,Danish,Denmark-13452
Nyt om regnskab,Tax & Accounting,Danish,Denmark-12867
Bestyrelsens sammensætning: Key trends,Business & Management,Danish,Denmark-13359
"Data skal være noget, vi taler om",Technology,Danish,Denmark-12479
Flere krav på vej om medarbejderes sociale sikring,Finance,Danish,Denmark-12392
Danmarks nye ferielov er vedtaget,Business & Management,Danish,Denmark-12449
Sådan kan bestyrelsen arbejde målrettet med cyber-risici,Technology,Danish,Denmark-13573
IFRS for virksomheder i olie- og gasindustrien,Tax & Accounting,Danish,Denmark-12396
Når en del af din virksomhed ikke længere passer ind: Hvad bestyrelsen bør vide,Business & Management,Danish,Denmark-13443
Hvornår kan frivillig indbetaling af acontoskat betale sig?,Tax & Accounting,Danish,Denmark-12249
IFRS 9 er godkendt i EU,Tax & Accounting,Danish,Denmark-12211
Tømrer- og snedkerbranchen oplever vækst,Business & Management,Danish,Denmark-13371
Ny regering - nye skatter?,Tax & Accounting,Danish,Denmark-12831
Quick fix: Købers momsnummer ved momsfrie EU-leverancer,Tax & Accounting,Danish,Denmark-12955
Forvaltning af ejendomsselskaber kan være momsfritaget,Industry,Danish,Denmark-13617
"Digitalisering, teknologi og tillid",Technology,Danish,Denmark-13380
Fast ejendom - moms ved tvangsauktion,Tax & Accounting,Danish,Denmark-12286
Førtidig udbetaling af skattekredit - fristen er senest den 15. maj 2020,Tax & Accounting,Danish,Denmark-13141
De nye databeskyttelsesregler fører til indstilling om rekordstor bøde fra det britiske datatilsyn,Government & Controls,Danish,Denmark-12841
Pensionsselskaber skyder flere penge i alternativer,Finance,Danish,Denmark-12982
Ændringer i lov om finansiel virksomhed,Finance,Danish,Denmark-12783
Brexit: Hvad er status? (uge 50),Government & Controls,Danish,Denmark-12655
"Forlystelser kan i fremtiden få godtgjort elafgift, hvis nyt lovforslag vedtages",Tax & Accounting,Danish,Denmark-12116
CXO Magasinet Ejerleder,Business & Management,Danish,Denmark-13388
IFRS 16 problemstillinger for leasinggivere i ejendomsbranchen,Tax & Accounting,Danish,Denmark-12570
eSport og skat,Industry,Danish,Denmark-13438
Chokoladeafgiften er i hastig udvikling - kan du følge med?,Tax & Accounting,Danish,Denmark-12690
Download forskelle og ligheder mellem IFRS og US GAAP,Tax & Accounting,Danish,Denmark-13314
"Podcast: Nyt om skat, uge 26 - Godtgørelse af el-afgifter",Tax & Accounting,Danish,Denmark-12835
Pressemøde om Konkurrencerådets pensionsanalyse,Finance,Danish,Denmark-12985
Se eller gense webinar: Cybertrusler i Danmark,Technology,Danish,Denmark-12425
Personalegoder 2018,Business & Management,Danish,Denmark-13526
Fondshåndbogen 2016,Finance,Danish,Denmark-13444
"Nyt fra CFOdirect: Årsafslutning, den amerikanske skattereform og meget mere",Business & Management,Danish,Denmark-12447
13 dages rejser i udlandet . Og socialforsikringen gik galt,Finance,Danish,Denmark-12235
"Podcast: Nyt om skat, 15. marts - COVID-19: Trepartsaftale om lønkompensation",Tax & Accounting,Danish,Denmark-13112
Hent eksempler på noteoplysninger efter IFRS 15,Tax & Accounting,Danish,Denmark-13316
